Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",TRIAL,Pronoun,hubensUl,1Person/ 2Person,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",TRIAL,Pronoun,hubemsUl,2Person - Reflexive,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",TRIAL,Pronoun,huberUl,3Person - Reflexive,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",PL,Pronoun,hubenem,1Person - Reflexive,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",PL,Pronoun,huber,1Person/ 2Person - Reflexive,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",PL,Pronoun,hubemi,2Person - Reflexive,--
Ambrym,Number,"Paton, W. F. (1971). Ambrym (Lonwolwol) grammar. Pacific Linguistics, B(19). Dept. of Linguistics, Research School of Pacific Studies, Australian National University. https://doi.org/10.15144/PL-B19.  ",PL,Pronoun,hubo,3Person - Reflexive,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Noun,-na,""" 's """,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,nau,""" me "" - 1Person",--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,o,""" you "" - 2Person",--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Noun,ni,""" s """,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,ngaia,""" he "" - 3Person",--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,(i) nau,1Person focal ,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,(i)'oo,2Person focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,nhai (a),3Person focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,('i) da'a,1Person inclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,(e)me'e,1Person exclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,(o)mo'o,2Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,('i)ga'a,3Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('i)dauru,1Person inclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('e)meeru,1Person exclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('o)mooru,2Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('i)gauru,3Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,gia,1Person inclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('i)mani,1Person exclusive focal,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,('a)miu,2Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,giia,3Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,ku,1Person inclusive subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,(ko),1Person exclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,('oi),2Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,ka,3Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,(e),3Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,golo,1Person inclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,mele,1Person exclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,molo,2Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,gala,3Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,goru,1Person inclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,meru,1Person exclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,moru,2Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,garu,3Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,ki,1Person inclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,mi,1Person exclusive focal subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,m,2Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,(gi) la,3Person subjective referencing,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-nau,1Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-'o,2Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-a(-'i),3Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-'ada'a,1Person inclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-'eme'e,1Person exclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-'mo'o,2Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-'aga'a,3Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-'adauru,1Person inclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-'eme(e)ru,1Person exclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-'omo(o)ru,2Peron object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-'ageuru,3Peron object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-gia,1Person inclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-'amani,1Person exclusive object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-'amiu,2Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-ga,3Person object,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-gu,1Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-mu,2Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,-na(-i),3Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-da(a)'a,1Person inclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-me(e)'e,1Person exclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-mo(o)'o,2Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",DUAL,Pronoun,-ga(a)'a,3Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-dauru,1Person inclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-meru,1Person exclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-moru,2Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PAUCAL,Pronoun,-agauru,3Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-da,1Person inclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-mani,1Person exclusive suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-miu,2Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",PL,Pronoun,-ga(-n),3Person suffix,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,ngai  ,3Person ,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,mo-,1Person,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",SG,Pronoun,me-,1Person exclusive,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",--,Reduplication,aa,Note: Reduplication may denote number: word forms placed before to indicate plurality,--
Kwaio,Number,"Keesing, R. M. (1985). Kwaio grammar. Pacific Linguistics, Research School of Pacific and Asian Studies, The Australian National University.",--,Reduplication,nii,"Note: Reduplication may denote number: e.g., my hand --> my hands (nima-hu --> niinima-gu) p. 26",--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Noun,u,1Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Noun,o,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Noun,er,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Noun,--,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Noun,--,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Subject Verb Agreement,ni,"""Verbal substantives which may be considered as gerundives are formed by adding the suffixed pronouns (3) in all persons and numbers to noun forms in la or le. Such noun forms may once have been in use but are not so now""",--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Subject Verb Agreement,i,inserted with neuter verbs - Genitive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Noun,mui,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Noun,mu,living things,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Noun,na  ,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,na  ,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ineu,1Person (pronouns used as the subject or the object of the verb),--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,nou,1Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,nou,1Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ne,1Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ioe,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,o,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ineie,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,neie,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ine'i,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ne'i,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ne,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,e  ,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ikie,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kie,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ikolu,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kolu,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,i'emi,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,emi,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,i'emelu,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,"e,e;u",1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,melu,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,i'omu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,omu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,i'omolu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,omolu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,molu,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ikire,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kire,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ikira'elu,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kira'elu,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,ikure,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,kure,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,i'emere'i,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,e'mere'i,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,mere'i,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,mere   ,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,i'omor'i,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,omor'i,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moro'i,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moro'i,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,i'omorue,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,omorue,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,ikirerue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,kirerue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,kererue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,au,1Person - Pronouns suffixed to Verbs or Prepositions,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,eu,1Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kie,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,kolu,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,emi,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,melu,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,omu,2Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,molu,2Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ra,3Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,re,3Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,ra'elu,3Person ,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,i,--,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,kure,1Person inclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,merei,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,mere,1Person exclusive,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moroi,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,moro,2Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,rarue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,rerue,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",DUAL,Pronoun,rerui,3Person,--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",PL,Pronoun,i,"""The plural suffix i is used instea of ra when things and not persons are the object""",--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,ku,"1Person - ""pronouns suffixed to nouns, or to verbal nouns used as prepositions""",--
Sa'a,Number,"Ivens, W. G. (1911). Grammar of the language of Sa’a, Malaita, Solomon Islands. Anthropos.",SG,Pronoun,mu,2Person,--
